track_id,track_name,artists,album,danceability,loudness,acousticness,liveness,valence,tempo
5iE3eUH2WGCXcE2xr6DEmU,Waffle House,Jonas Brothers,Waffle House,0.729,-4.407,0.033,0.192,0.864,126.002
60wwxj6Dd9NJlirf84wr2c,Clarity,"Zedd, Foxes",Clarity,0.509,-3.48,0.0398,0.0749,0.176,128.0
2XMTqoHHSH0lvuXrvIEdco,Capsize,"FRENSHIP, Emily Warren",Truce - EP,0.683,-6.244,0.0398,0.686,0.355,92.991
6uvh0In7u1Xn4HgxOfAn8O,Matilda,Harry Styles,Harry's House,0.507,-10.0,0.896,0.0966,0.386,114.199
0aX5kjSlup9iqZbf1chTr3,Perfect Stranger,"John Mark Nelson, Sofia Mills",Hideaway,0.606,-15.646,0.932,0.0855,0.337,95.089
6rn05wjqqgF86cDdPRAGaa,To Let A Good Thing Die,Bruno Major,To Let A Good Thing Die,0.552,-18.857,0.934,0.13,0.389,64.303
67O2rZupyhDT8FvyKhMzzQ,Until,Sad Songs for Happy People,02,0.655,-13.041,0.86,0.0932,0.72,144.013
6BcWK48iD0lSp6o4eHiUL1,Twister,Sad Songs for Happy People,01,0.514,-8.486,0.000193,0.106,0.332,134.008
2IgkKIJvTqGzb4NxW3XvSs,Time,Sad Songs for Happy People,02,0.65,-9.129,0.194,0.101,0.44,104.002
3ID7eF7kZDRXCJ2bLDc0BY,Second,Sad Songs for Happy People,01,0.605,-9.181,0.01,0.123,0.256,109.022
4Ewmpi0jmxle3HVzSnuO2S,Girl,Sad Songs for Happy People,02,0.63,-7.901,0.252,0.115,0.356,101.99
3aaQNj8PtxCZHLMcXHaw94,Light,Sad Songs for Happy People,01,0.458,-10.625,0.00393,0.252,0.183,78.015
3pyyGVqWvRMq43qtJBzxe0,Kids,Current Joys,Kids,0.828,-9.669,0.508,0.0755,0.904,113.45
3uCkIqD0VzQUijbs8WIizs,These Days,Nico,Chelsea Girl,0.401,-17.638,0.989,0.101,0.213,93.091
5vjLSffimiIP26QG5WcN2K,Hold On,Chord Overstreet,Hold On,0.618,-9.681,0.469,0.0829,0.167,119.949
3SQ1kXxEYB2EXgIjFFhw2D,seven,Taylor Swift,folklore: the escapism chapter,0.602,-10.813,0.888,0.0902,0.374,94.955
65YnIFKuwUCLIqMHAP8TAm,the lakes,Taylor Swift,folklore: the escapism chapter,0.313,-11.532,0.842,0.0948,0.268,179.947
07c4PaAD3aPavDfZxeHZoY,why didn't you call???,Saint Harison,why didn't you call???,0.347,-8.954,0.952,0.11,0.307,169.238
6HbxpoChDH9ThadFOSAnma,Autumn Town Leaves,Iron & Wine,Weed Garden,0.662,-15.115,0.855,0.144,0.425,115.771
1Wt8OoQoQ2DsoPHs0TdOHn,Call On Me (feat. Vancouver Sleep Clinic),"Seven Lions, Vancouver Sleep Clinic",Beyond The Veil,0.323,-5.498,0.0801,0.122,0.105,145.987
2nD9CUfMMUVxL0UyFs8fGG,Pistol,Cigarettes After Sex,Pistol,0.651,-11.74,0.519,0.0959,0.373,109.979
4Xl2PrS3DJqqSKXCo6Uhv9,Homeward Bound,Simon & Garfunkel,"Parsley, Sage, Rosemary And Thyme",0.485,-11.773,0.831,0.103,0.528,92.928
3qqeDnTGXgRftw1RZj4Jv2,Sweet to Me,Summer Salt,Driving to Hawaii,0.563,-6.751,0.677,0.305,0.501,97.463
4riNrmjpo1rKNUF1aKIOt2,Fish In The Sea,Charm of Finches,Your Company,0.394,-8.577,0.874,0.0977,0.273,110.47
2RpyjZCrhMb9rdpOE1lXlk,touch/feelings,"lost spaces, JAIE",touch/feelings,0.73,-6.317,0.329,0.391,0.64,104.997
2nmFD5rJ9YXAlPjUaIgLFT,I Wish I Was the Moon,"Ewan J Phillips, Marley Chapman",Born Survivor,0.396,-11.801,0.879,0.0953,0.081,99.432
5Iy1wdO0tMaHwKnfFYtlel,Cursive,Billie Marten,As Long As - EP,0.494,-11.54,0.935,0.128,0.166,115.117
1WbqQUB9ldGb8x3b72RH3Z,come into my arms,November Ultra,come into my arms,0.263,-17.338,0.993,0.121,0.141,173.522
4E2sMWXzxK3uYJerGbeUfp,Heaven,Bazzi,Infinite Dream,0.798,-5.487,0.145,0.0601,0.685,114.989
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,0.857,-8.53,0.00414,0.269,0.843,89.119
27oU7iv0FVj8VsjsLB4hKD,Miles and States (Acoustic),Abandoning Sunday,Reflect Part 1,0.532,-9.591,0.574,0.169,0.629,76.991
7l3DfQw8kEKSsgnNgcekgG,October,Jon D,Roots,0.499,-10.311,0.501,0.112,0.305,134.779
0J50Q2cDZtUP3hXIJTddpa,Tapioca Tundra,The Monkees,"The Birds, The Bees, & The Monkees",0.409,-9.887,0.559,0.34,0.717,165.166
1XIGMVFVnTlt9IvT7FnhsO,Where Do We Draw the Line,Poets of the Fall,Revolution Roulette,0.517,-9.242,0.742,0.117,0.115,137.898
3sZfQB5uYTJmA4QnB8dv7P,White Blood,Oh Wonder,Oh Wonder,0.477,-14.402,0.845,0.196,0.0819,131.28
62MNMZaNTYWqjsD0Isce0l,White Braids & Pillow Chair,Red Hot Chili Peppers,Unlimited Love,0.579,-7.39,0.0486,0.134,0.9,107.657
2mJJKQahKaEjJgOXp4nTou,Endless Story,The Light the Heat,Wide Awake,0.454,-14.071,0.871,0.0741,0.178,120.213
2FY7b99s15jUprqC0M5NCT,Natural,Imagine Dragons,Origins (Deluxe),0.704,-6.112,0.217,0.0812,0.22,100.0
6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,This Is Acting (Deluxe Version),0.639,-6.167,0.0174,0.0512,0.686,191.95
60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),Kid Cudi,Man On The Moon: The End Of Day (Int'l Version),0.88,-6.359,0.462,0.122,0.803,138.018
1zx3bRFeIqknq6opwgaw3U,Let It Be,Imaginary Future,Let It Be,0.519,-18.504,0.897,0.114,0.508,149.238
0Jlcvv8IykzHaSmj49uNW8,the 1,Taylor Swift,folklore,0.777,-6.942,0.757,0.108,0.172,139.883
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo, Disney","All I Want (From ""High School Musical: The Musical: The Series"")",0.376,-6.585,0.0902,0.0912,0.129,77.599
0gEcmyKlIUoi3sHTFVO1bE,I Was Sad Last Night I'm OK Now,tobi lou,Live on Ice,0.87,-8.368,0.497,0.205,0.78,120.99
5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,The Strokes,The New Abnormal,0.593,-5.67,0.0113,0.314,0.649,164.959
4nzBST9JdZIy9qfilr93Po,aftermath,vaultboy,aftermath,0.617,-9.275,0.018,0.112,0.192,116.961
0S6CXA5LpRDX6b4akgrOot,Love is a Laserquest,Arctic Monkeys,Suck It and See,0.349,-6.873,0.00197,0.136,0.554,169.926
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,folklore,0.613,-8.588,0.537,0.25,0.551,130.033
4cwrZdlGau9HsvmqXK44cd,upsides,Nic D,upsides,0.719,-5.889,0.0914,0.104,0.471,84.983
2QUlMbvD9bL8wHqfsoqoet,Stop The World I Wanna Get Off With You,Arctic Monkeys,Why'd You Only Call Me When You're High?,0.661,-6.779,0.0537,0.14,0.53,95.027
04F42oEuKrRComYJfJuyVR,Backyard Boy,Claire Rosinkranz,Backyard Boy (Stripped),0.817,-7.246,0.323,0.0738,0.454,138.015
2bcznSEhUXz4xbbILPBlLC,dating myself,sad alex,dating myself,0.85,-3.961,0.608,0.156,0.725,77.512
1gH1h30wkQdd9zhY3j7a8T,THE SHADE,Rex Orange County,WHO CARES?,0.898,-7.973,0.391,0.0876,0.727,119.869
0XO2hckt5aHvvwH7FFdVYF,Drama (feat. Drake),"Roy Woods, Drake",Exis,0.708,-9.815,0.157,0.109,0.118,122.021
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),0.671,-4.93,0.0207,0.329,0.775,110.056
3zXIvb4nZ3cTdT8CsbTy3U,I’m Just Ken,Ryan Gosling,Barbie The Album,0.352,-6.259,0.0264,0.0952,0.387,140.431
5ZrDlcxIDZyjOzHdYW1ydr,Barbie Girl,Aqua,Aquarium (Special Edition),0.812,-10.998,0.0167,0.366,0.962,129.991
749HNBEskSdXTKtGYvASFH,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],0.759,-8.398,0.514,0.237,0.736,144.025
5VxmI3IdgAxWVvUnJoLuY2,Speed Drive (From Barbie The Album),Charli XCX,Speed Drive (From Barbie The Album),0.652,-6.405,0.00284,0.0918,0.789,173.925
6MZi5j60L80SZLBxN0bv8s,WATATI (feat. Aldo Ranks) [From Barbie The Album],"KAROL G, Aldo Ranks",WATATI (feat. Aldo Ranks) [From Barbie The Album],0.893,-5.342,0.145,0.319,0.959,110.002
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,-17.665,0.959,0.098,0.142,78.403
5BMwpS4iYKR30kq9U9beaT,City Of Stars,Ryan Gosling,La La Land (Original Motion Picture Soundtrack),0.585,-19.346,0.954,0.0935,0.204,98.379
2pdbNPIBRuAyspK97Blj0a,Forever & Again,The Kid LAROI,Barbie The Album,0.683,-5.488,0.11,0.13,0.548,130.023
6Ky8ROf2VWY5vwoGfMet7x,Forever & Again (From Barbie The Album),The Kid LAROI,Forever & Again (From Barbie The Album),0.683,-5.488,0.11,0.13,0.548,130.023
0YNtAadZvKBBEFARtfoCV8,Compass,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,0.7,-5.499,0.238,0.658,0.667,109.998
6jHvX8ZnHKC1PnrPMJ0Emt,Cigarette Daydreams,Cage The Elephant,Melophobia,0.636,-3.442,0.0807,0.0831,0.273,113.98
0rOLFkjY5DSIViVBNnzOuK,Sanctuary,Joji,Nectar,0.552,-7.474,0.387,0.374,0.332,167.834
7uo2L5FAja3pWIBa3HJVeC,could you love me while i hate myself,Zeph,scared of everything,0.68,-11.313,0.782,0.11,0.551,119.901
2DTRZKLOfm8BQOdNljrF7K,The Freedom to Fuck Off,Petey,The Freedom to Fuck Off,0.53,-6.687,0.00294,0.0617,0.35,178.482
2Gla2RTvl3ozhERrYzVmfi,Irish Goodbye,Margaret Glaspy,Echo The Diamond,0.594,-5.903,0.0588,0.11,0.336,92.62
0dkvbYmXYEPK7gGMdytmfI,sex money feelings die - slowed version,Lykke Li,sex money feelings die (slowed version),0.797,-6.587,0.471,0.0849,0.436,111.014
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,AM,0.464,-9.345,0.136,0.0974,0.479,67.528
5pLpkaIRobcvPnUmclNv6o,Technicolour Beat,Oh Wonder,Oh Wonder,0.597,-10.365,0.626,0.0848,0.0785,130.022
0Q06bNL4pMTlkilvL88nda,Maybe My Soulmate Died,iamnotshane,Maybe My Soulmate Died,0.612,-9.993,0.0753,0.122,0.496,96.029
3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,Two Feet,A 20 Something Fuck,0.717,-5.436,0.708,0.0899,0.235,104.927
4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,Two Feet,First Steps,0.765,-8.029,0.571,0.0787,0.292,74.931
48XkVAagIoQHCsOlJtXUd5,still feel.,half•alive,"Now, Not Yet",0.779,-6.467,0.148,0.0492,0.715,120.026
4NN6N5TxBO5k9uqu0W4gfQ,Floating (feat. 21 Savage),"ScHoolboy Q, 21 Savage",CrasH Talk,0.906,-4.977,0.181,0.091,0.543,139.932
0ElpbbncWT9aS7mgoqEHbQ,Where's My Love - Acoustic,SYML,Where's My Love,0.554,-11.324,0.892,0.107,0.221,104.007
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,Water,0.673,-3.495,0.0856,0.137,0.519,117.187
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,Jazz (2011 Remaster),0.559,-5.276,0.0475,0.776,0.609,156.295
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,Lil Boo Thang,0.85,-3.292,0.152,0.32,0.915,114.481
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,Say Yes To Heaven,0.49,-11.577,0.709,0.114,0.166,99.992
